entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,expediente-numero
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Tanque De Agua,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs. As Las Tareas A Ejecutar Corresponden A La Puesta En Valor Del Tanque De Agua.,994435.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.","-34,69800182","-58,4698263",2017-06-16,2017-11-07,1,100,cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tanque%20de%20Agua_foto1.jpg,ArcoS.R.L,2017,Contratacion Directa,25-CBAS-2017,30657249765,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Plaza De Honor,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Plaza De Honor, Antigua Fuente Y Monumento Central.",3578479.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.","-34,69800182","-58,4698263",2017-07-07,2017-11-08,1,100,cdn2.buenosaires.gob.ar /baobras/corporacionsur/Autodromo-Plazadehonor_foto1.jpg,MelContruccionesS.R.L,2017,Contratacion Directa,26-CBAS-2017,33714510679,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Muro Perimetral,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As. Las Tareas A Ejecutar Corresponden A La Pintura Y Reparacion Del Muro Perimetral Del Autodromo.,3659055.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.","-34,69800182","-58,4698263",2017-07-07,2017-06-08,1,100,cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Muroperimetral_foto1.jpg,GarridoMarceloPablo,2017,Contratacion Directa,27-CBAS-2017,20182721094,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Tunel Peatonal,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Puesta En Valor Del Tunel Peatonal.,931469.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.","-34,69800182","-58,4698263",2017-06-26,2017-11-07,0,100,cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tunelpeatonal_foto1.jpg,NeltecS.R.L.,2017,Contratacion Directa,28-CBAS-2017,30707902341,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Estructura Sobre Barandas En Plateas,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Materializacion De Una Estructura Metalica Alrededor De Las Plateas Sobre Las Barandas Existentes, Logrando Alcanzar Una Altura De 2.00 Mts.",227617.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.","-34,69800182","-58,4698263",2017-07-07,2017-07-27,0,100,cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Estructurasobrebarandasenplateas_foto1.jpg,MelContruccionesS.R.L,2017,Contratacion Directa,29-CBAS-2017,33714510679,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Tribuna Central,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As, Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Tribuna Central",1782915.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.","-34,69800182","-58,4698263",2017-12-07,2017-11-08,1,100,,CylpS.A,2017,Contratacion Directa,30-CBAS-2017,30567789000,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Horquilla,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Horquilla,2272672.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.","-34,69800182","-58,4698263",2017-07-21,2017-08-20,1,100,cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Intervenci%C3%B3nHorquilla_foto1.jpg,OznerolS.A.,2017,Contratacion Directa,31-CBAS-2017,30714746371,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Provision E Instalacion De Butacas En Platea A,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs Aslas Tareas A Ejecutar Corresponden A La Provision E Instalacion De Butacas En El Sector De Platea A.,840030.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.","-34,69800182","-58,4698263",2017-06-16,2017-01-07,0,100,,DiseñoYEquipamientosS.R.L.,2017,Contratacion Directa,33-CBAS-2017,30708288353,nan
Entorno La Boca,Centro Comercial A Cielo Abierto Av. Almirante Brown (E/ Av. Pedro De Mendoza Y Av. Martin Garcia),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Esta obra tuvo como principal objetivo la puesta en valor del espacio publico en la Avenida Almirante Brown con el objetivo de incentivar el uso, goce y transito seguro del espacio urbano. Se repararon veredas, se incorporaron elementos de alumbrado y se realizo el completamiento del arbolado.",34736770.0,4,la boca,"rodriguez, martin y villafaie, wenceslao","-34,632135","-58,362471",2017-01-05,2017-01-12,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornolaboca_avalmirantebrown_foto1.jpeg,DyncoS.A,2016,nan,nan,30708802812,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Provision E Instalacion De Butacas En Tribuna Central,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs Aslas Tareas A Ejecutar Corresponden A La Provision E Instalacion De Butacas En El Sector De La Tribuna Central,1436125.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.","-34,69800182","-58,4698263",2017-06-16,2017-07-16,1,100,,DiseñoYEquipamientosS.R.L.,2017,Contratacion Directa,35-CBAS-2017,30708288353,nan
Plazas y Parques de Comuna 4,Parque Patricios: Area de servicios.,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Se incorporo un area de servicios en espacios verdes en el playon lindero a la biblioteca infantil Enrique Banchs, la cual se conserva intacta. El programa consta de un sector de confiteria (50m2) y un nucleo de sanitarios (40m2) con accesibilidad universal que cumplimientan lo normado por la Ley 4950. Tambien se incorporo equipamiento exterior en el parque, como bicicleteros, bancos y equipos de actividad fisica.",5818288.0,4,parque patricios,nan,"-34,637785","-58,407379",2017-01-07,2017-01-08,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna4_serviciosparquepatricios_foto1.jpeg,IngenorS.A,2016,nan,nan,30631453461,nan
Entorno Monte Castro,Centro Comercial A Cielo Abierto Av. ilvarez Jonte (E/Joaquin V. Gonzalez Y Lope De Vega),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Los trabajos que se realizaron estan orientados a extender las pautas de diseno existentes en el tramo Lope de Vega -Segurola, al tramo que arranca desde esta ultima hasta la Av. Joaquin V. Gonzalez. Se realizo el recambio de veredas en todo el sector a intervenir, el soterramiento de cables, se renovo y completo la iluminacion a nivel peatonal, y se incorporo arbolado y equipamiento urbano.",54446460.0,10,monte castro,nan,"-34,619282","-58,503978",2017-01-08,2018-01-04,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_montecastroavalvarezjonte_foto1.jpg,IlubairesS.A,2016,nan,nan,30693811860,nan
Plan Tribunales,Av. Cordoba (E/ Cerrito Y Callao): Rehabilitacion,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"La intervencion propuso la renovacion de las aceras, la incorporacion de planteras y arbolados, continuando con lo realizado en la primera etapa. A su vez se realizo el soterramiento de cables en toda el area de intervencion y se incorporo equipamiento urbano.",21748597.0,1,san nicolas,nan,"-34,599213","-58,387449",2016-01-11,2017-01-05,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunales_rehabilitacioncordoba_foto1.jpg,NakuConstruccionesS.R.L,2016,nan,nan,30575292174,nan
Entorno Once,Centro Comercial A Cielo Abierto Av. Corrientes ( E/ Callao Y Pueyrredon).,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan Integral Once, se propuso la reparacion de veredas, la renovacion integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aereo, la incorporacion de iluminacion peatonal y el completamiento del arbolado.",10000000.0,3,balvanera,corrientes av. y pasteur,"-34,604609","-58,398904",2017-01-09,2018-01-02,12,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png,nan,2017,nan,nan,nan,nan
Eje Corrientes,Centro Comercial a Cielo Abierto Av. Corrientes (E/ Acevedo y Julian ilvarez),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovacion integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aereo, la incorporacion de iluminacion peatonal y el completamiento del arbolado de alineacion. Se incluyo ademas la renovacion del monumento a Osvaldo Pugliese.",19313668.0,15,villa crespo,"corrientes av. y drago, luis maria","-34,599528","-58,438686",2017-01-05,2017-11-20,10,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecorrientescentrocomercialentreacevedojulianalvarez_foto1.jpeg,Contrata-AltoteS.A,2016,Licitacion Publica,45/SIGAF/2017,nan,27.002.091/DGRU/2016
Eje Corrientes,Eje Corrientes: Centro Comercial A Cielo Abierto Av. Corrientes (E/ Mario Bravo Y Palestina),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovacion integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aereo, la incorporacion de iluminacion peatonal y el completamiento del arbolado de alineacion.",24174549.0,5,almagro,corrientes av. y medrano av.,"-34,603159","-58,421172",2017-01-05,2017-09-15,8,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecorrientesmariobravo_foto1.jpg,NakuConstruccionesS.R.L,2016,Licitacion Publica,nan,30575292174,nan
Eje Civico,"Avenida de Mayo, Entorno plazas, Virrey Cevallos: Renovacion ",Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco de la puesta en valor del eje civico, se propuso la renovacion de aceras en el entorno de la Plaza Congreso, la reparacion y mantenimiento de aceras en el entorno de Plaza de Mayo y Av. de Mayo, el ajuste del ritmo de arbolado y alumbrado. Se proyecto tambien la iluminacion de arboles en puntos estrategicos, la rehabilitacion de las superficies de plazoletas sobre Saenz Pena y el ajuste de radios de esquinas en Av. de Mayo.",38030890.0,1,montserrat,nan,"-34,609144","-58,382526",2016-01-11,2017-08-08,19,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivico_renovacionavdemayoyplaza_foto1.jpg,AltoteS.A,2016,nan,nan,30707431896,nan
Entorno Flores,Centro Comercial A Cielo Abierto Av. Gaona (E/ Donato ilvarez Y Argerich),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, la intervencion realizada corresponde a la Avenida Gaona, incluyendo el perimetro de la plaza comprendida entre las calles Gavilan, Caracas, Luis Viale y Av. Gaona. La intervencion propuso la renovacion del solado de veredas, incluyendo el soterrado del cableado aereo, el completamiento del arbolado de alineacion retirando aquellos ejemplares que se encontraban en mal estado y plantando nuevos. Se incorporaron luminarias peatonales y se actualizaron a tecnologia led aquellos artefactos que eran de mercurio halogenado para reforzar la iluminacion de la avenida. Se incorporo equipamiento urbano para incentivar el uso, goce y transito seguro del espacio urbano.",37299609.0,7,flores,nan,"-34,615584","-58,46417",2017-01-05,2017-01-12,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornofloresrenderejecomercialgaona_foto1.jpg,DyncoS.A,2016,nan,nan,30708802812,nan
Entorno Boedo,"Esquinas Salcedo, Marmol, Las Casas y Muniz: Puesta en valor del entorno ",Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Se realizo la nivelacion de calzada y vereda en las esquinas, la incorporacion de nuevas pergolas y areas de recreacion y descanso, se reforzo la iluminacion peatonal, se realizo el completamiento del arbolado urbano, y el ordenamiento vehicular.",20737985.0,5,boedo,nan,"-34,635241","-58,422713",2017-01-07,2017-07-03,6,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_equinasboedo_foto1.jpg,MiavasaS.A,2016,nan,nan,30677303863,nan
Entorno Villa Devoto,Centro Comercial A Cielo Abierto Av. Lope De Vega (E/ Tinogasta Y Gral. Paz),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovacion de aceras, el ordenamiento del espacio publico, la correccion del ritmo arbolado y alumbrado, la intensificacion del alumbrado peatonal y se propusieron nuevos cruces nivelados.",29209398.0,11,villa devoto,nan,"-34,614192","-58,524904",2017-01-03,2017-08-01,7,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecomercialvilladevoto_foto1.jpg,MiavasaS.A,2016,nan,nan,30677303863,nan
Entorno Barracas,Centro Comercial a Cielo Abierto Av. Montes De Oca (E/ B Quinquela y Av. Martin Garcia),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la incorporacion de nuevo arbolado, incorporacion de farolas ornamentales led en aceras, incorporacion de luminarias viales led en el boulevard de montes de oca, renovacion total de aceras, soterrado de servicios e incorporacion de nuevo equipamiento urbano.",28054630.0,4,barracas,nan,"-34,63914","-58,374482",2017-01-11,2018-09-01,20,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornobarracasavmontesdeoca_foto1.jpg,InstalectroS.A.,2017,nan,nan,33661628729,nan
Entorno Once,Centro Comercial A Cielo Abierto Av. Pueyrredon Tramo I,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Obra enmarcada en el Plan Integral Once, propuso la reparacion de veredas, la renovacion integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aereo, la incorporacion de iluminacion peatonal, el completamiento del arbolado y mobiliario urbano.",8200000.0,3,balvanera,"mitre, bartolome y pueyrredon av.","-34,608797","-58,40613",2018-01-17,2018-01-17,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_tramo1_foto1.jpeg,MiavasaS.A,2017,nan,nan,30677303863,nan
Entorno Once,Centro Comercial A Cielo Abierto Av. Pueyrredon Tramo II,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Obra enmarcada en el Plan Integral Once, propone la reparacion de veredas la renovacion integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aereo, la incorporacion de iluminacion peatonal, el completamiento del arbolado y mobiliario urbano.",15300000.0,3,balvanera,pueyrredon av. y sarmiento,"-34,60625","-58,405965",2018-01-17,2018-01-17,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_tramo2_foto1.jpeg,MiavasaS.A,2017,nan,nan,30677303863,nan
Entorno Flores,Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Helguera Y Av. Donato ilvarez),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovacion y reparacion de veredas en todo el sector, se refuerzo y corrigio la iluminacion peatonal, se incorporo arbolado, se realizo un ordenamiento del espacio publico y el soterramiento del cableado aereo. A su vez, se propuso la nivelacion de algunos cruces peatonales, para acentuar la continuidad del recorrido peatonal.",54975940.0,7,flores,nan,"-34,628506","-58,462875",2017-01-06,2018-05-31,16,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornofloresrenderejecomercialrivadavia_foto1.jpg,PelqueS.A,2016,nan,nan,30707761535,nan
Entorno Once,Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Callao Y Pueyrredon),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan Once, se propuso la renovacion y reparacion de veredas en todo el sector, se reforzo y corrigio la iluminacion peatonal, se incorporo arbolado, se hizo un ordenamiento del espacio publico y el soterramiento del cableado aereo. A su vez, se propuso la nivelacion de algunos cruces peatonales, para acentuar la continuidad del recorrido peatonal.",25755320.0,3,balvanera,"rivadavia av. y colombo, carlos ambrosio","-34,609781","-58,401032",2018-01-02,2018-01-11,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_espaciopublico.png,AlgieriS.A,2017,Licitacion Publica,1549/SIGAF/2017,30699339810,23058047/DGRU/2017
Entorno Boedo,Centro Comercial a Cielo Abierto Av. San Juan (E/ Colombres y Virrey Liniers),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se realizo la reparacion y reposicion de aceras, ordenamiento general, correccion ritmo arbolado y alumbrado, e intensificacion del alumbrado peatonal.",5868243.0,5,boedo,nan,"-34,625341","-58,41554",2016-01-10,2016-01-12,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejeboedoavsanjuan_foto1.jpg,NakuConstruccionesS.R.L,2016,nan,nan,30575292174,nan
Entorno Palermo,Paseo Av. Sarmiento (Ramirez),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Puesta en valor de la Av. Sarmiento y el Paseo Ramirez. Se propuso la renovacion de veredas en un amplio sector y se incorporo una darsena vehicular. A su vez, la propuesta mejoro las cualidades ambientales del area mediante la incorporacion de arbolado y equipamiento urbano.",24627378.0,14,palermo,nan,"-34,578349","-58,418821",2016-01-11,2017-01-05,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermopaseosarmiento_foto1.jpg,AltoteS.A,2016,nan,nan,30707431896,nan
Entorno Flores,Centro Comercial A Cielo Abierto Av. Varela (E/ Eva Peron Y Bajo Autopista Au. 25 De Mayo),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, en Av. Varela, en el tramo comprendido entre la calle Primera Junta y la Av. Eva Peron, se propuso el recambio de la totalidad de las veredas, el soterramiento de cables, la renovacion de la iluminacion a nivel peatonal, la incorporacion de arbolado, nuevas rampas de accesibilidad e intervenciones artisticas en el sector del bajo autopista.",12012804.0,7,flores,nan,"-34,640276","-58,457686",2017-01-04,2017-11-15,10,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornofloresejecomercialvarela_foto1.jpg,AvincoConstruccionesS.A,2016,nan,nan,33622606939,nan
Entorno Saavedra,Boulevard San Isidro Labrador: Renovacion,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Se canalizaron flujos vehiculares mediante intervencion peatonal. Se realizo la demarcacion de sendas peatonales logrando cruces seguros y cortos. Se ejecutaron nuevos vados peatonales. Se realizo la demarcacion horizontal en los extremos del Boulevard evitando el estacionamiento indebido. Se incorporo mobiliario urbano en las intervenciones peatonales. Se coloraron elementos reflectivos para incrementar la visibilidad en las intersecciones.,11291008.0,12,saavedra,nan,"-34,543577","-58,473126",2016-01-09,2017-01-03,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_saavedrarenovacionboulevardsanisidro_foto1.jpg,SalvatoriS.AParquesYJardines,2016,nan,nan,30512700124,nan
